level,date,state_fips,state_postal_code,county_fips,county_name,population_staying_at_home,population_not_staying_at_home,number_of_trips,number_of_trips_<1,number_of_trips_1-3,number_of_trips_3-5,number_of_trips_5-10,number_of_trips_10-25,number_of_trips_25-50,number_of_trips_50-100,number_of_trips_100-250,number_of_trips_250-500,number_of_trips_>=500,row_id,week,month
County,2021-07-30,06,CA,06083,Santa Barbara County,99351,347148,1568466,518144,418346,182706,187933,146776,74991,24566,12683,1418,903,06-06083-20210730,30,7
County,2021-07-31,06,CA,06083,Santa Barbara County,103740,342759,1432847,459686,378785,166994,169940,139864,77094,25728,12745,1171,840,06-06083-20210731,30,7
County,2021-08-01,06,CA,06083,Santa Barbara County,109269,337230,1274128,424324,338990,142465,146755,119216,63177,22775,13812,1542,1072,06-06083-20210801,31,8
County,2021-08-02,06,CA,06083,Santa Barbara County,102578,343921,1486283,489514,406410,169512,175834,142205,71949,20750,8251,1025,833,06-06083-20210802,31,8
County,2021-08-03,06,CA,06083,Santa Barbara County,101015,345484,1611865,552192,431291,185651,185162,147012,78548,21420,8577,1124,888,06-06083-20210803,31,8
County,2021-08-04,06,CA,06083,Santa Barbara County,99600,346899,1632148,549807,438311,191594,185117,157029,77711,20931,9536,1191,921,06-06083-20210804,31,8
County,2021-08-05,06,CA,06083,Santa Barbara County,111567,334932,1244267,366509,320925,154696,161776,138259,72143,19814,8332,999,814,06-06083-20210805,31,8
County,2021-08-06,06,CA,06083,Santa Barbara County,98466,348033,1507370,480616,413733,171975,184429,140772,77638,23819,12026,1397,965,06-06083-20210806,31,8
County,2021-08-07,06,CA,06083,Santa Barbara County,102697,343802,1503182,499419,407184,173936,166215,140209,76540,25173,12367,1154,985,06-06083-20210807,31,8
County,2021-01-06,06,CA,06083,Santa Barbara County,141033,305466,914058,251055,258798,115608,116726,90124,49838,20491,9050,1757,611,06-06083-20210106,1,1
County,2021-01-07,06,CA,06083,Santa Barbara County,144207,302292,825155,217388,232603,101490,104044,86929,51163,19026,9527,2059,926,06-06083-20210107,1,1
County,2021-01-08,06,CA,06083,Santa Barbara County,145849,300650,869509,252099,250685,102246,100695,84500,46358,18574,11358,2004,990,06-06083-20210108,1,1
County,2021-01-09,06,CA,06083,Santa Barbara County,148478,298021,816389,232516,230258,100781,88416,81238,48301,16616,14803,2116,1344,06-06083-20210109,1,1
County,2021-01-10,06,CA,06083,Santa Barbara County,153731,292768,764039,217296,223290,86462,85012,73932,49796,16144,9430,1382,1295,06-06083-20210110,2,1
County,2021-01-11,06,CA,06083,Santa Barbara County,150053,296446,800616,224186,227357,98084,98164,75949,47155,17758,9499,1378,1086,06-06083-20210111,2,1
County,2021-01-12,06,CA,06083,Santa Barbara County,150425,296074,794490,215049,235484,99634,93769,71764,51899,16409,7686,1718,1078,06-06083-20210112,2,1
County,2021-01-13,06,CA,06083,Santa Barbara County,149229,297270,807132,213741,226018,107442,92133,91980,47438,16863,8703,1707,1107,06-06083-20210113,2,1
County,2021-01-14,06,CA,06083,Santa Barbara County,151142,295357,772761,209484,222960,98923,88083,81501,45113,16383,7885,1541,888,06-06083-20210114,2,1
County,2021-01-15,06,CA,06083,Santa Barbara County,142837,303662,974330,276834,265461,122908,121965,95716,58596,23070,7773,1334,673,06-06083-20210115,2,1
County,2021-01-16,06,CA,06083,Santa Barbara County,150593,295906,995247,299418,273378,123254,120088,90393,58472,19285,9262,1093,604,06-06083-20210116,2,1
County,2021-01-17,06,CA,06083,Santa Barbara County,145777,300722,1011330,315380,271032,120032,118010,98121,56082,19516,10403,1736,1018,06-06083-20210117,3,1
County,2021-01-18,06,CA,06083,Santa Barbara County,135893,310606,1101510,333365,302164,136431,122670,106619,64282,23622,9757,1813,787,06-06083-20210118,3,1
County,2021-01-19,06,CA,06083,Santa Barbara County,164334,282165,949794,275103,265158,122877,123271,83252,50485,20682,7488,1090,388,06-06083-20210119,3,1
County,2021-01-20,06,CA,06083,Santa Barbara County,156710,289789,961544,285683,269580,118258,120116,90263,46940,20557,7945,1354,848,06-06083-20210120,3,1
County,2021-01-21,06,CA,06083,Santa Barbara County,145992,300507,1031994,307597,283409,129510,129217,97435,51889,22850,7722,1534,831,06-06083-20210121,3,1
County,2021-01-22,06,CA,06083,Santa Barbara County,148103,298396,1014221,299606,275508,129648,122267,98020,50497,27364,8888,1606,817,06-06083-20210122,3,1
County,2021-01-23,06,CA,06083,Santa Barbara County,152607,293892,928432,290417,251467,113459,107771,82316,48682,23552,8545,1545,678,06-06083-20210123,3,1
County,2021-01-24,06,CA,06083,Santa Barbara County,156785,289714,930524,301229,256455,115805,104479,75943,43986,17344,12093,1988,1202,06-06083-20210124,4,1
County,2021-01-25,06,CA,06083,Santa Barbara County,151623,294876,833012,232224,231501,103585,104966,80609,49573,20476,7211,1480,1387,06-06083-20210125,4,1
County,2021-01-26,06,CA,06083,Santa Barbara County,145410,301089,1016553,297917,277277,131529,131349,94482,52180,21690,7477,1738,914,06-06083-20210126,4,1
County,2021-01-27,06,CA,06083,Santa Barbara County,155733,290766,855018,229637,242867,117499,115825,82106,39938,17375,7226,1381,1164,06-06083-20210127,4,1
County,2021-01-28,06,CA,06083,Santa Barbara County,156531,289968,802951,225019,223045,101703,103738,80892,39764,18753,7778,1387,872,06-06083-20210128,4,1
County,2021-01-29,06,CA,06083,Santa Barbara County,150604,295895,925332,269081,251478,120787,117308,91711,43258,20586,8613,1551,959,06-06083-20210129,4,1
County,2021-01-30,06,CA,06083,Santa Barbara County,150108,296391,998810,309107,265502,133836,114222,93437,51351,19873,9306,1339,837,06-06083-20210130,4,1
County,2021-01-31,06,CA,06083,Santa Barbara County,151481,295018,933246,291873,254874,110888,110396,89012,45181,19110,9010,1983,919,06-06083-20210131,5,1
County,2021-02-01,06,CA,06083,Santa Barbara County,150136,296363,1060046,340033,265445,128838,134105,98117,57570,25432,7990,1372,1144,06-06083-20210201,5,2
County,2021-02-02,06,CA,06083,Santa Barbara County,147004,299495,1034551,324339,261749,130642,130001,99832,55375,24084,6401,1340,788,06-06083-20210202,5,2
County,2021-02-03,06,CA,06083,Santa Barbara County,143877,302622,1023520,317383,280964,121003,130951,94294,50327,20749,5882,1407,560,06-06083-20210203,5,2
County,2021-02-04,06,CA,06083,Santa Barbara County,139357,307142,1055363,335659,281140,128417,126987,96561,53603,23370,7241,1545,840,06-06083-20210204,5,2
County,2021-02-05,06,CA,06083,Santa Barbara County,136253,310246,1107791,337536,299342,143091,134804,103657,53670,22228,10602,1785,1076,06-06083-20210205,5,2
County,2021-02-06,06,CA,06083,Santa Barbara County,139126,307373,1071082,342148,286011,129694,115950,100151,54942,26793,12819,1562,1012,06-06083-20210206,5,2
County,2021-02-07,06,CA,06083,Santa Barbara County,145140,301359,1110670,362279,305179,132277,124165,96208,51180,22682,14336,1356,1008,06-06083-20210207,6,2
County,2021-02-08,06,CA,06083,Santa Barbara County,139369,307130,1162631,358034,307794,138074,140417,105438,69453,27673,12077,2029,1642,06-06083-20210208,6,2
County,2021-02-09,06,CA,06083,Santa Barbara County,143183,303316,1033274,314154,278866,127217,133463,92639,54887,22588,7069,1689,702,06-06083-20210209,6,2
County,2021-02-10,06,CA,06083,Santa Barbara County,137529,308970,1197160,362816,323432,151139,145785,117738,61072,24349,8597,1457,775,06-06083-20210210,6,2
County,2021-02-11,06,CA,06083,Santa Barbara County,136509,309990,1138202,360607,301170,137869,138908,105158,56557,27757,7617,1636,923,06-06083-20210211,6,2
County,2021-02-12,06,CA,06083,Santa Barbara County,134032,312467,1082658,327646,294600,135312,131811,95796,57913,24699,11901,1926,1054,06-06083-20210212,6,2
County,2021-02-13,06,CA,06083,Santa Barbara County,144091,302408,1150789,373368,312346,142100,123814,99915,63094,26614,7596,1315,627,06-06083-20210213,6,2
County,2021-02-14,06,CA,06083,Santa Barbara County,139616,306883,1161898,386928,304298,130734,126389,105106,67027,25560,13030,1779,1047,06-06083-20210214,7,2
County,2021-02-15,06,CA,06083,Santa Barbara County,130535,315964,1208877,374220,311518,149292,148165,115558,70243,26226,10203,2063,1389,06-06083-20210215,7,2
County,2021-02-16,06,CA,06083,Santa Barbara County,133947,312552,1219661,368594,318281,151632,151950,119191,74315,25750,7167,1873,908,06-06083-20210216,7,2
County,2021-02-17,06,CA,06083,Santa Barbara County,137784,308715,1204174,374340,321518,151661,142955,114882,64383,25572,5866,1750,1247,06-06083-20210217,7,2
County,2021-02-18,06,CA,06083,Santa Barbara County,127320,319179,1279496,397770,334482,153286,158684,120891,72863,27858,10963,1662,1037,06-06083-20210218,7,2
County,2021-02-19,06,CA,06083,Santa Barbara County,132749,313750,1208809,377582,318560,145582,148644,113513,65021,25679,11354,1944,930,06-06083-20210219,7,2
County,2021-02-20,06,CA,06083,Santa Barbara County,148047,298452,1123608,362759,301658,136353,133486,95088,57993,24195,9508,1506,1062,06-06083-20210220,7,2
County,2021-02-21,06,CA,06083,Santa Barbara County,136816,309683,1159366,371684,311299,145029,127295,98887,62819,26850,13251,1431,821,06-06083-20210221,8,2
County,2021-02-22,06,CA,06083,Santa Barbara County,133717,312782,1151862,344364,311593,146038,143044,103971,62380,27837,10186,1350,1099,06-06083-20210222,8,2
County,2021-02-23,06,CA,06083,Santa Barbara County,132608,313891,1224464,383898,310319,151764,159392,113966,70719,24711,7306,1500,889,06-06083-20210223,8,2
County,2021-02-24,06,CA,06083,Santa Barbara County,132309,314190,1229197,385220,322173,149342,151879,118413,64070,29624,6489,1063,924,06-06083-20210224,8,2
County,2021-02-25,06,CA,06083,Santa Barbara County,134680,311819,1248692,398444,323665,159157,156335,109657,65107,26148,8186,1104,889,06-06083-20210225,8,2
County,2021-02-26,06,CA,06083,Santa Barbara County,130488,316011,1262017,399389,342104,150124,150217,115676,65123,26985,10108,1288,1003,06-06083-20210226,8,2
County,2021-02-27,06,CA,06083,Santa Barbara County,136425,310074,1247784,414333,328802,153722,138288,112250,66380,23743,8772,890,604,06-06083-20210227,8,2
County,2021-02-28,06,CA,06083,Santa Barbara County,139043,307456,1255380,424727,331236,139682,138364,113651,64397,26619,14892,1124,688,06-06083-20210228,9,2
County,2021-03-01,06,CA,06083,Santa Barbara County,135023,311476,1228572,379636,318045,148799,151978,113838,70539,32166,11009,1781,781,06-06083-20210301,9,3
County,2021-03-02,06,CA,06083,Santa Barbara County,134316,312183,1295602,407823,339947,156783,163768,123112,66947,27745,7493,1122,862,06-06083-20210302,9,3
County,2021-03-03,06,CA,06083,Santa Barbara County,136387,310112,1273589,385674,339620,159837,157435,119599,74322,28577,7090,729,706,06-06083-20210303,9,3
County,2021-03-04,06,CA,06083,Santa Barbara County,133924,312575,1254098,391294,334684,150480,156272,111952,68330,31529,7896,880,781,06-06083-20210304,9,3
County,2021-03-05,06,CA,06083,Santa Barbara County,130150,316349,1217488,377654,329233,144913,150504,111896,61738,29480,10027,1280,763,06-06083-20210305,9,3
County,2021-03-06,06,CA,06083,Santa Barbara County,134765,311734,1186383,377669,324898,146367,131255,110259,60329,25374,9008,628,596,06-06083-20210306,9,3
County,2021-03-07,06,CA,06083,Santa Barbara County,140161,306338,1134604,379738,291782,132346,124609,101090,58033,33640,11432,928,1006,06-06083-20210307,10,3
County,2021-03-08,06,CA,06083,Santa Barbara County,135027,311472,1208359,376418,316174,154261,153592,109507,59184,28709,7988,1363,1163,06-06083-20210308,10,3
County,2021-03-09,06,CA,06083,Santa Barbara County,135361,311138,1268425,386801,331539,156687,167506,116623,70538,28900,7960,1303,568,06-06083-20210309,10,3
County,2021-03-10,06,CA,06083,Santa Barbara County,138538,307961,1120306,335412,310806,141466,142827,99546,55937,25844,6805,953,710,06-06083-20210310,10,3
County,2021-03-11,06,CA,06083,Santa Barbara County,132362,314137,1233359,378591,324959,153990,154394,112908,68747,30918,7159,1100,593,06-06083-20210311,10,3
County,2021-03-12,06,CA,06083,Santa Barbara County,129743,316756,1170667,373359,313441,147325,145725,98092,57758,24050,9208,1220,489,06-06083-20210312,10,3
County,2021-03-13,06,CA,06083,Santa Barbara County,134663,311836,1198160,391606,320066,146792,141743,105473,56255,26841,8158,872,354,06-06083-20210313,10,3
County,2021-03-14,06,CA,06083,Santa Barbara County,138582,307917,1015158,317298,274741,122628,117932,88301,56461,23529,12216,1400,652,06-06083-20210314,11,3
County,2021-03-15,06,CA,06083,Santa Barbara County,137774,308725,1136227,335665,299131,140576,148091,112435,62358,25638,9975,1217,1141,06-06083-20210315,11,3
County,2021-03-16,06,CA,06083,Santa Barbara County,132021,314478,1219465,380408,330167,153652,157444,108004,55162,25839,7184,1048,557,06-06083-20210316,11,3
County,2021-03-17,06,CA,06083,Santa Barbara County,134591,311908,1213469,357322,329880,151449,150924,118867,65218,30648,7253,977,931,06-06083-20210317,11,3
County,2021-03-18,06,CA,06083,Santa Barbara County,132311,314188,1251543,390403,315246,160086,165634,116350,66315,26591,9098,1124,696,06-06083-20210318,11,3
County,2021-03-19,06,CA,06083,Santa Barbara County,130854,315645,1222257,382683,322122,151646,149304,108579,63967,31586,9932,1631,807,06-06083-20210319,11,3
County,2021-03-20,06,CA,06083,Santa Barbara County,138668,307831,1108498,331505,298864,138244,129349,105749,62315,30027,10966,939,540,06-06083-20210320,11,3
County,2021-03-21,06,CA,06083,Santa Barbara County,132272,314227,1053014,319759,282547,122077,116036,99418,62060,32638,16088,1806,585,06-06083-20210321,12,3
County,2021-03-22,06,CA,06083,Santa Barbara County,139390,307109,1009738,293854,274594,119289,124501,98627,59051,25973,10713,1871,1265,06-06083-20210322,12,3
County,2021-03-23,06,CA,06083,Santa Barbara County,142609,303890,977833,276545,264386,118815,121373,100288,58233,28440,7144,1720,889,06-06083-20210323,12,3
County,2021-03-24,06,CA,06083,Santa Barbara County,130904,315595,1303826,383549,354808,162394,169977,116859,68334,36720,9285,1327,573,06-06083-20210324,12,3
County,2021-03-25,06,CA,06083,Santa Barbara County,129798,316701,1215049,362114,327635,148384,154919,111066,67459,31746,9335,1438,953,06-06083-20210325,12,3
County,2021-03-26,06,CA,06083,Santa Barbara County,133028,313471,1027837,280140,324763,101676,131179,134300,51015,0,987,2303,1474,06-06083-20210326,12,3
County,2021-03-27,06,CA,06083,Santa Barbara County,136134,310365,1155688,355357,309134,149078,139667,108178,55058,27141,10490,870,715,06-06083-20210327,12,3
County,2021-03-28,06,CA,06083,Santa Barbara County,133379,313120,1165864,358348,306312,129256,137229,110396,70289,33670,17872,1530,962,06-06083-20210328,13,3
County,2021-03-29,06,CA,06083,Santa Barbara County,134986,311513,1155047,353541,310944,140315,148398,104831,58134,28266,8310,1395,913,06-06083-20210329,13,3
County,2021-03-30,06,CA,06083,Santa Barbara County,130601,315898,1172775,352856,326548,153374,149703,102976,57120,23113,5645,1026,414,06-06083-20210330,13,3
County,2021-03-31,06,CA,06083,Santa Barbara County,131739,314760,1363899,417037,357004,170536,176640,129131,70780,32145,8925,860,841,06-06083-20210331,13,3
County,2021-04-01,06,CA,06083,Santa Barbara County,131574,314925,1251137,383094,340250,159869,155331,116747,59484,28766,5774,1021,801,06-06083-20210401,13,4
County,2021-04-02,06,CA,06083,Santa Barbara County,124521,321978,1277726,397327,344988,157398,153101,115490,66323,30339,10558,1467,735,06-06083-20210402,13,4
County,2021-04-03,06,CA,06083,Santa Barbara County,133908,312591,1100480,335315,294759,141985,131710,97996,57205,29005,10938,934,633,06-06083-20210403,13,4
County,2021-04-04,06,CA,06083,Santa Barbara County,130329,316170,1136900,337383,303804,155485,143288,93759,56153,27856,17079,1310,783,06-06083-20210404,14,4
County,2021-04-05,06,CA,06083,Santa Barbara County,133815,312684,1208748,373488,322743,144023,155909,109293,62717,28355,10419,1104,697,06-06083-20210405,14,4
County,2021-04-06,06,CA,06083,Santa Barbara County,131086,315413,1138056,351948,305473,138688,139869,103136,59233,28729,9036,931,1013,06-06083-20210406,14,4
County,2021-04-07,06,CA,06083,Santa Barbara County,115762,330737,1413489,412878,398552,176021,174669,135945,75595,29011,8811,1643,364,06-06083-20210407,14,4
County,2021-04-08,06,CA,06083,Santa Barbara County,119813,326686,1340521,415079,363650,169359,152172,135232,63416,30608,9256,1161,588,06-06083-20210408,14,4
County,2021-04-09,06,CA,06083,Santa Barbara County,117416,329083,1394989,413365,366052,186668,168056,148373,73992,24552,11366,1823,742,06-06083-20210409,14,4
County,2021-04-10,06,CA,06083,Santa Barbara County,120452,326047,1244013,357317,367641,152928,139465,121579,66156,28767,8480,1130,550,06-06083-20210410,14,4
County,2021-04-11,06,CA,06083,Santa Barbara County,115902,330597,1237184,352348,358012,144594,137506,120823,76550,29901,15057,1724,669,06-06083-20210411,15,4
County,2021-04-12,06,CA,06083,Santa Barbara County,118048,328451,1416936,445560,387068,167612,163960,144185,70047,26842,9241,1468,953,06-06083-20210412,15,4
County,2021-04-13,06,CA,06083,Santa Barbara County,114795,331704,1391285,420016,387290,162991,163987,146952,75102,28009,5286,931,721,06-06083-20210413,15,4
County,2021-04-14,06,CA,06083,Santa Barbara County,114128,332371,1574428,480458,426120,193666,196079,164942,75452,28691,7293,1352,375,06-06083-20210414,15,4
County,2021-04-15,06,CA,06083,Santa Barbara County,113751,332748,1557078,466004,437251,186042,190398,158184,79323,30071,7909,1181,715,06-06083-20210415,15,4
County,2021-04-16,06,CA,06083,Santa Barbara County,108437,338062,1566276,449228,454576,198323,179550,164457,80224,27235,10406,1574,703,06-06083-20210416,15,4
County,2021-04-17,06,CA,06083,Santa Barbara County,113340,333159,1443295,424412,394672,183748,187469,141649,71436,24874,13325,1140,570,06-06083-20210417,15,4
County,2021-04-18,06,CA,06083,Santa Barbara County,118892,327607,1255599,350399,333387,156137,138851,143919,84014,32523,14094,1674,601,06-06083-20210418,16,4
County,2021-04-19,06,CA,06083,Santa Barbara County,112990,333509,1497945,432507,415644,189062,199618,152064,79518,20622,7246,1163,501,06-06083-20210419,16,4
County,2021-04-20,06,CA,06083,Santa Barbara County,112340,334159,1446953,396496,428979,179532,190830,140428,78311,23350,7245,1100,682,06-06083-20210420,16,4
County,2021-04-21,06,CA,06083,Santa Barbara County,103668,342831,1413108,407591,410902,172010,173527,140803,71511,26653,8660,1104,347,06-06083-20210421,16,4
County,2021-04-22,06,CA,06083,Santa Barbara County,94789,351710,1394107,436067,380134,171258,148690,140844,75833,31002,8622,1314,343,06-06083-20210422,16,4
County,2021-04-23,06,CA,06083,Santa Barbara County,91530,354969,1409562,437055,373923,165423,168649,150576,74627,27214,10176,1472,447,06-06083-20210423,16,4
County,2021-04-24,06,CA,06083,Santa Barbara County,94719,351780,1304488,388401,379380,157597,140524,124280,74817,26907,11036,1077,469,06-06083-20210424,16,4
County,2021-04-25,06,CA,06083,Santa Barbara County,100579,345920,1087507,313089,310892,125587,131969,103737,61843,23493,14973,1282,642,06-06083-20210425,17,4
County,2021-04-26,06,CA,06083,Santa Barbara County,95688,350811,1377298,437084,375316,179242,148669,138066,67088,22204,7974,1152,503,06-06083-20210426,17,4
County,2021-04-27,06,CA,06083,Santa Barbara County,96817,349682,1317391,389554,390488,156862,163472,123084,67716,19410,5355,1101,349,06-06083-20210427,17,4
County,2021-04-28,06,CA,06083,Santa Barbara County,95563,350936,1399286,428710,402093,177406,161088,134932,64543,22799,6101,1134,480,06-06083-20210428,17,4
County,2021-04-29,06,CA,06083,Santa Barbara County,95133,351366,1438904,444614,393185,178429,181958,137759,72595,21673,6784,1253,654,06-06083-20210429,17,4
County,2021-04-30,06,CA,06083,Santa Barbara County,93569,352930,1375633,410682,386659,156432,169025,133755,82353,24578,9970,1534,645,06-06083-20210430,17,4
County,2021-05-01,06,CA,06083,Santa Barbara County,96413,350086,1254965,387478,342011,155889,149930,119983,63864,24685,9117,1339,669,06-06083-20210501,17,5
County,2021-05-02,06,CA,06083,Santa Barbara County,98273,348226,1227717,387497,313424,145403,135901,128199,73205,28489,13757,1402,440,06-06083-20210502,18,5
County,2021-05-03,06,CA,06083,Santa Barbara County,92886,353613,1351897,430804,366547,168660,159650,128463,67979,21666,6416,1091,621,06-06083-20210503,18,5
County,2021-05-04,06,CA,06083,Santa Barbara County,93218,353281,1374488,383100,387544,173282,182655,142136,76986,20356,6586,1419,424,06-06083-20210504,18,5
County,2021-05-05,06,CA,06083,Santa Barbara County,92041,354458,1519760,475243,419646,172435,194144,146055,81701,21908,6867,1172,589,06-06083-20210505,18,5
County,2021-05-06,06,CA,06083,Santa Barbara County,91180,355319,1515609,517199,398663,170197,184966,134108,80853,20723,6775,1476,649,06-06083-20210506,18,5
County,2021-05-07,06,CA,06083,Santa Barbara County,87506,358993,1572201,507771,411401,197930,183355,157194,77387,23779,10962,1829,593,06-06083-20210507,18,5
County,2021-05-08,06,CA,06083,Santa Barbara County,90430,356069,1491572,513434,390964,180068,164036,132814,71491,26222,10803,1300,440,06-06083-20210508,18,5
County,2021-05-09,06,CA,06083,Santa Barbara County,99532,346967,1299980,447194,328741,151307,141413,120283,69086,26527,13053,1489,887,06-06083-20210509,19,5
County,2021-05-10,06,CA,06083,Santa Barbara County,94511,351988,1547872,514549,426442,185088,175092,141290,76813,20181,7077,867,473,06-06083-20210510,19,5
County,2021-05-11,06,CA,06083,Santa Barbara County,93570,352929,1511143,481652,407350,191161,178651,148665,74413,20660,6788,1020,783,06-06083-20210511,19,5
County,2021-05-12,06,CA,06083,Santa Barbara County,92792,353707,1447623,465885,394798,167253,172143,142007,74969,21707,7236,1064,561,06-06083-20210512,19,5
County,2021-05-13,06,CA,06083,Santa Barbara County,94205,352294,1397578,435852,383690,171245,168947,140801,66614,21369,7362,1057,641,06-06083-20210513,19,5
County,2021-05-14,06,CA,06083,Santa Barbara County,90771,355728,1397061,416871,367824,180116,177921,151113,70377,21176,9570,1488,605,06-06083-20210514,19,5
County,2021-05-15,06,CA,06083,Santa Barbara County,95046,351453,1300715,392543,364431,155961,149262,121863,72498,31776,10782,955,644,06-06083-20210515,19,5
County,2021-05-16,06,CA,06083,Santa Barbara County,100021,346478,1156239,363564,320524,129184,126497,112274,68748,19669,13517,1291,971,06-06083-20210516,20,5
County,2021-05-17,06,CA,06083,Santa Barbara County,99051,347448,1376440,437971,369965,176659,159235,136960,69087,17834,7060,953,716,06-06083-20210517,20,5
County,2021-05-18,06,CA,06083,Santa Barbara County,94879,351620,1413097,516746,380927,166733,138341,116079,66645,17772,7554,1138,1162,06-06083-20210518,20,5
County,2021-05-19,06,CA,06083,Santa Barbara County,96791,349708,1420300,426115,403830,174744,165732,146526,72167,23630,5649,1189,718,06-06083-20210519,20,5
County,2021-05-20,06,CA,06083,Santa Barbara County,95515,350984,1303733,358729,358256,167378,170391,151881,66581,21684,6889,1257,687,06-06083-20210520,20,5
County,2021-05-21,06,CA,06083,Santa Barbara County,91441,355058,1329579,416029,356927,151321,157638,142986,71636,20804,10122,1465,651,06-06083-20210521,20,5
County,2021-05-22,06,CA,06083,Santa Barbara County,93631,352868,1310139,408009,351965,143178,160978,133157,71340,26471,12827,1512,702,06-06083-20210522,20,5
County,2021-05-23,06,CA,06083,Santa Barbara County,96711,349788,1321381,460949,366450,139805,145271,112135,65983,19579,9202,1290,717,06-06083-20210523,21,5
County,2021-05-24,06,CA,06083,Santa Barbara County,94030,352469,1338976,426902,367610,159752,156763,122807,75762,20581,6670,1606,523,06-06083-20210524,21,5
County,2021-05-25,06,CA,06083,Santa Barbara County,98805,347694,1225798,329143,330398,157927,161151,142896,77270,17418,7477,1455,663,06-06083-20210525,21,5
County,2021-05-26,06,CA,06083,Santa Barbara County,96041,350458,1274109,414616,335034,149589,147319,129543,68111,19376,8680,1345,496,06-06083-20210526,21,5
County,2021-05-27,06,CA,06083,Santa Barbara County,95764,350735,1241652,314564,347987,161070,165962,146122,72859,21033,9904,1652,499,06-06083-20210527,21,5
County,2021-05-28,06,CA,06083,Santa Barbara County,94657,351842,1238980,337940,344881,154728,157810,136987,72994,21450,9931,1606,653,06-06083-20210528,21,5
County,2021-05-29,06,CA,06083,Santa Barbara County,95475,351024,1151942,307256,347069,144578,138622,124791,60215,17687,9976,1321,427,06-06083-20210529,21,5
County,2021-05-30,06,CA,06083,Santa Barbara County,98072,348427,1135420,301629,327702,130798,134623,136137,75245,18668,8742,1226,650,06-06083-20210530,22,5
County,2021-05-31,06,CA,06083,Santa Barbara County,98339,348160,1248733,415489,340793,148042,130380,116425,66735,17552,10960,1677,680,06-06083-20210531,22,5
County,2021-06-01,06,CA,06083,Santa Barbara County,95487,351012,1253416,349973,351059,161377,156422,133562,72549,19094,7312,1460,608,06-06083-20210601,22,6
County,2021-06-02,06,CA,06083,Santa Barbara County,95577,350922,1245261,365494,355961,157220,153093,124339,65679,15780,5992,1304,399,06-06083-20210602,22,6
County,2021-06-03,06,CA,06083,Santa Barbara County,95882,350617,1333471,389653,369683,165904,154597,148839,76597,19959,6225,1470,544,06-06083-20210603,22,6
County,2021-06-04,06,CA,06083,Santa Barbara County,91891,354608,1287933,356085,370835,169560,154827,140093,67525,16817,9818,1842,531,06-06083-20210604,22,6
County,2021-06-05,06,CA,06083,Santa Barbara County,94367,352132,1157902,328869,319037,147203,127271,131860,68076,23147,10193,1595,651,06-06083-20210605,22,6
County,2021-08-08,06,CA,06083,Santa Barbara County,114585,331914,1287038,425996,339269,145013,148264,121126,67862,23001,13992,1427,1088,06-06083-20210808,32,8
County,2021-08-09,06,CA,06083,Santa Barbara County,109126,337373,1440895,463057,385016,171528,172857,140667,75763,21911,8197,1005,894,06-06083-20210809,32,8
County,2021-08-10,06,CA,06083,Santa Barbara County,101349,345150,1509623,488105,411806,173682,184819,147292,73537,19765,8585,1129,903,06-06083-20210810,32,8
County,2021-08-11,06,CA,06083,Santa Barbara County,104487,342012,1399127,431770,375521,168910,176353,143980,71333,21701,7770,952,837,06-06083-20210811,32,8
County,2021-08-12,06,CA,06083,Santa Barbara County,93971,352528,1402937,436288,387225,146982,180531,148555,74168,20301,7166,817,904,06-06083-20210812,32,8
County,2021-08-13,06,CA,06083,Santa Barbara County,102999,343500,1509202,463801,401430,179797,191973,155014,78257,24846,11759,1294,1031,06-06083-20210813,32,8
County,2021-08-14,06,CA,06083,Santa Barbara County,106737,339762,1299090,392696,348034,157036,162764,132478,68581,24383,11175,1060,883,06-06083-20210814,32,8
County,2021-08-15,06,CA,06083,Santa Barbara County,98003,348496,1196011,358899,323348,135895,148023,123864,70647,20646,12391,1231,1067,06-06083-20210815,33,8
County,2021-08-16,06,CA,06083,Santa Barbara County,104651,341848,1455510,468547,392061,172233,176994,146778,69346,20294,7249,987,1021,06-06083-20210816,33,8
County,2021-08-17,06,CA,06083,Santa Barbara County,104706,341793,1508097,495932,403868,173874,186613,148154,71043,18824,7747,1066,976,06-06083-20210817,33,8
County,2021-08-18,06,CA,06083,Santa Barbara County,109413,337086,1387567,408942,367211,173973,186082,148547,72366,20253,8181,1091,921,06-06083-20210818,33,8
County,2021-08-19,06,CA,06083,Santa Barbara County,103411,343088,1525175,478588,414607,181280,190949,155538,74569,19530,7955,1140,1019,06-06083-20210819,33,8
County,2021-08-20,06,CA,06083,Santa Barbara County,102590,343909,1493605,453255,400822,182173,186500,157250,76065,23960,11243,1321,1016,06-06083-20210820,33,8
County,2021-08-21,06,CA,06083,Santa Barbara County,107018,339481,1294372,386373,348091,163436,158235,131208,70199,23820,10957,1135,918,06-06083-20210821,33,8
County,2021-08-22,06,CA,06083,Santa Barbara County,114163,332336,1198599,368598,322176,145020,143075,122921,58572,22000,13685,1399,1153,06-06083-20210822,34,8
County,2021-08-23,06,CA,06083,Santa Barbara County,108756,337743,1408153,428692,381020,173552,178325,149345,67512,19698,7943,1058,1008,06-06083-20210823,34,8
County,2021-08-24,06,CA,06083,Santa Barbara County,90801,355698,1468147,440749,400198,172613,181842,166797,75850,20379,7898,1163,658,06-06083-20210824,34,8
