level,date,state_fips,state_postal_code,county_fips,county_name,population_staying_at_home,population_not_staying_at_home,number_of_trips,number_of_trips_<1,number_of_trips_1-3,number_of_trips_3-5,number_of_trips_5-10,number_of_trips_10-25,number_of_trips_25-50,number_of_trips_50-100,number_of_trips_100-250,number_of_trips_250-500,number_of_trips_>=500,row_id,week,month
County,2020-04-04,06,CA,06083,Santa Barbara County,143006,303493,877502,267464,260030,104497,99057,79938,36045,21486,7274,1229,482,06-06083-20200404,13,4
County,2020-04-05,06,CA,06083,Santa Barbara County,155823,290676,782877,228565,251210,97632,77482,63818,36687,15884,9340,1593,666,06-06083-20200405,14,4
County,2020-04-06,06,CA,06083,Santa Barbara County,142815,303684,999751,315532,290370,118419,115162,83751,49798,19990,5812,589,328,06-06083-20200406,14,4
County,2020-04-07,06,CA,06083,Santa Barbara County,139401,307098,1020902,304135,298246,123914,117290,97204,49452,26496,3632,245,288,06-06083-20200407,14,4
County,2020-04-08,06,CA,06083,Santa Barbara County,143067,303432,974709,301261,273043,119865,112467,82962,52660,25021,6737,424,269,06-06083-20200408,14,4
County,2020-04-09,06,CA,06083,Santa Barbara County,146045,300454,969458,292051,290896,122474,100038,78164,52571,26909,5461,374,520,06-06083-20200409,14,4
County,2020-04-10,06,CA,06083,Santa Barbara County,133665,312834,1031118,325842,289112,134199,110132,83622,53308,28220,5502,857,324,06-06083-20200410,14,4
County,2020-04-11,06,CA,06083,Santa Barbara County,142887,303612,949409,274858,287879,119705,113564,77197,45959,23173,5819,778,477,06-06083-20200411,14,4
County,2020-04-12,06,CA,06083,Santa Barbara County,164757,281742,785477,261309,237939,96405,83721,61195,26752,13659,3658,558,281,06-06083-20200412,15,4
County,2020-04-13,06,CA,06083,Santa Barbara County,141709,304790,994766,288401,287507,130866,106589,96240,55405,24867,4261,360,270,06-06083-20200413,15,4
County,2020-04-14,06,CA,06083,Santa Barbara County,141488,305011,910681,296475,243462,101601,90138,87929,53371,28476,7246,1396,587,06-06083-20200414,15,4
County,2020-04-15,06,CA,06083,Santa Barbara County,133079,313420,925645,268990,256784,100690,122027,96282,43097,28085,8660,816,214,06-06083-20200415,15,4
County,2020-04-16,06,CA,06083,Santa Barbara County,143508,302991,964173,292274,266136,115569,131179,91622,39027,22488,4684,714,480,06-06083-20200416,15,4
County,2020-04-17,06,CA,06083,Santa Barbara County,132446,314053,966001,280430,248924,143570,125287,89190,31815,36666,7519,1498,1102,06-06083-20200417,15,4
County,2020-04-18,06,CA,06083,Santa Barbara County,144414,302085,943002,266349,285829,116221,128254,84591,35395,16102,7127,1973,1161,06-06083-20200418,15,4
County,2020-04-19,06,CA,06083,Santa Barbara County,145224,301275,940989,306814,290323,106407,107736,59037,49226,10197,9124,1590,535,06-06083-20200419,16,4
County,2020-04-20,06,CA,06083,Santa Barbara County,128731,317768,1105780,324738,300149,116582,150582,116484,50082,37724,8399,1040,0,06-06083-20200420,16,4
County,2020-04-21,06,CA,06083,Santa Barbara County,134215,312284,1000908,274820,302071,116412,119765,101997,52517,26291,6036,690,309,06-06083-20200421,16,4
County,2020-04-22,06,CA,06083,Santa Barbara County,135644,310855,1005422,277515,286861,143706,126377,94599,42626,27471,5302,693,272,06-06083-20200422,16,4
County,2020-04-23,06,CA,06083,Santa Barbara County,136204,310295,986936,267857,282595,137004,113301,102211,53747,23658,5545,824,194,06-06083-20200423,16,4
County,2020-04-24,06,CA,06083,Santa Barbara County,131617,314882,1047942,297672,302096,133356,121700,96402,57147,30350,8298,775,146,06-06083-20200424,16,4
County,2020-04-25,06,CA,06083,Santa Barbara County,140334,306165,1089588,339050,329875,142390,113990,83680,47138,24399,7854,576,636,06-06083-20200425,16,4
County,2020-04-26,06,CA,06083,Santa Barbara County,144542,301957,958883,262137,308823,136846,100380,80229,46665,15145,7823,568,267,06-06083-20200426,17,4
County,2020-04-27,06,CA,06083,Santa Barbara County,131972,314527,1055201,304194,305936,131094,133306,95497,50301,26112,7344,928,489,06-06083-20200427,17,4
County,2020-04-28,06,CA,06083,Santa Barbara County,132860,313639,1034189,280041,310082,137281,129443,94042,52219,22490,7512,855,224,06-06083-20200428,17,4
County,2020-04-29,06,CA,06083,Santa Barbara County,138029,308470,1056596,307588,303734,137441,127383,94706,55139,23011,6628,646,320,06-06083-20200429,17,4
County,2020-04-30,06,CA,06083,Santa Barbara County,133637,312862,1056724,300860,310088,142350,128345,95315,44790,28677,5227,651,421,06-06083-20200430,17,4
County,2020-05-01,06,CA,06083,Santa Barbara County,128597,317902,1053193,259430,323236,157271,122789,102251,53720,26301,7112,682,401,06-06083-20200501,17,5
County,2020-05-02,06,CA,06083,Santa Barbara County,133434,313065,1060807,303111,337810,129306,126034,89782,41681,24072,7480,829,702,06-06083-20200502,17,5
County,2020-05-03,06,CA,06083,Santa Barbara County,145249,301250,921433,244645,303518,131057,98469,74373,41364,19693,6684,749,881,06-06083-20200503,18,5
County,2020-05-04,06,CA,06083,Santa Barbara County,131465,315034,1057209,289083,313437,139529,128609,94209,54885,29341,7059,795,262,06-06083-20200504,18,5
County,2020-05-05,06,CA,06083,Santa Barbara County,134590,311909,1077209,279307,340281,136077,136800,101532,50907,24445,6601,684,575,06-06083-20200505,18,5
County,2020-05-06,06,CA,06083,Santa Barbara County,134266,312233,989927,257949,275234,141023,129348,101092,49442,28389,6477,647,326,06-06083-20200506,18,5
County,2020-05-07,06,CA,06083,Santa Barbara County,134762,311737,1032624,275555,297117,137198,137195,100601,51668,26314,5521,768,687,06-06083-20200507,18,5
County,2020-05-08,06,CA,06083,Santa Barbara County,131052,315447,1062456,285646,327551,138251,122831,95157,58595,26797,6783,690,155,06-06083-20200508,18,5
County,2020-05-09,06,CA,06083,Santa Barbara County,136506,309993,1018812,272282,310098,132970,125492,92226,49759,26424,8169,1068,324,06-06083-20200509,18,5
County,2020-05-10,06,CA,06083,Santa Barbara County,140760,305739,970363,274096,290763,132623,106653,85711,46559,23566,9063,1111,218,06-06083-20200510,19,5
County,2020-05-11,06,CA,06083,Santa Barbara County,122452,324047,1163592,337372,327877,155365,139104,98086,62120,32017,10497,750,404,06-06083-20200511,19,5
County,2020-05-12,06,CA,06083,Santa Barbara County,119592,326907,1186743,349054,321301,160577,155089,99931,62872,26492,9595,1286,546,06-06083-20200512,19,5
County,2020-05-13,06,CA,06083,Santa Barbara County,122877,323622,1110682,325273,296866,150028,134185,99313,59970,33398,9824,1211,614,06-06083-20200513,19,5
County,2020-05-14,06,CA,06083,Santa Barbara County,118334,328165,1099082,324176,297520,143130,130221,96947,63837,31617,9629,1357,648,06-06083-20200514,19,5
County,2020-05-15,06,CA,06083,Santa Barbara County,119297,327202,1132164,333593,307224,155307,127655,103559,62387,28476,12267,1150,546,06-06083-20200515,19,5
County,2020-05-16,06,CA,06083,Santa Barbara County,122354,324145,1140019,361416,307906,152809,113550,111791,54901,24082,11630,1408,526,06-06083-20200516,19,5
County,2020-05-17,06,CA,06083,Santa Barbara County,122291,324208,1171687,364554,345354,148954,124332,84696,58887,33028,10815,610,457,06-06083-20200517,20,5
County,2020-05-18,06,CA,06083,Santa Barbara County,100924,345575,1203979,336207,360241,157557,137632,117044,56008,31046,7276,708,260,06-06083-20200518,20,5
County,2020-05-19,06,CA,06083,Santa Barbara County,104591,341908,1276939,372010,378435,157783,148255,103825,71259,35738,8732,792,110,06-06083-20200519,20,5
County,2020-05-20,06,CA,06083,Santa Barbara County,98855,347644,1270625,353286,353388,164881,168904,117070,66879,36434,8099,1197,487,06-06083-20200520,20,5
County,2020-05-21,06,CA,06083,Santa Barbara County,105280,341219,1243729,355051,367905,167394,133148,100923,69089,40111,8786,781,541,06-06083-20200521,20,5
County,2020-05-22,06,CA,06083,Santa Barbara County,96948,349551,1263552,327798,364940,161763,163432,119527,75111,38618,10929,804,630,06-06083-20200522,20,5
County,2020-05-23,06,CA,06083,Santa Barbara County,104338,342161,1292179,411486,367829,147096,140091,117297,66075,28432,12168,1111,594,06-06083-20200523,20,5
County,2020-05-24,06,CA,06083,Santa Barbara County,125336,321163,1100844,339831,309813,141282,102175,97501,64330,29894,13919,1294,805,06-06083-20200524,21,5
County,2020-05-25,06,CA,06083,Santa Barbara County,121475,325024,1077589,317186,315636,138342,111288,91556,58789,31026,12175,1149,442,06-06083-20200525,21,5
County,2020-05-26,06,CA,06083,Santa Barbara County,112967,333532,1129612,329972,317880,138325,133282,103426,57779,31709,14940,1680,619,06-06083-20200526,21,5
County,2020-05-27,06,CA,06083,Santa Barbara County,113012,333487,1147311,316183,315092,159655,139097,102630,63998,33961,14443,1726,526,06-06083-20200527,21,5
County,2020-05-28,06,CA,06083,Santa Barbara County,111752,334747,1102243,311873,308090,132655,132227,103378,62866,34453,14534,1930,237,06-06083-20200528,21,5
County,2020-05-29,06,CA,06083,Santa Barbara County,116389,330110,1098202,307183,298807,154583,129628,104331,60463,28678,12273,1768,488,06-06083-20200529,21,5
County,2020-05-30,06,CA,06083,Santa Barbara County,120785,325714,1075351,307652,301899,141026,126159,97494,57344,28157,13004,2258,358,06-06083-20200530,21,5
County,2020-05-31,06,CA,06083,Santa Barbara County,130262,316237,989156,284747,297911,127884,92422,89288,54039,26150,13954,2268,493,06-06083-20200531,22,5
County,2020-06-01,06,CA,06083,Santa Barbara County,121042,325457,1051505,318590,303237,127314,105669,95793,51080,33643,12662,3087,430,06-06083-20200601,22,6
County,2020-06-02,06,CA,06083,Santa Barbara County,123715,322784,1144622,357842,310036,141739,133786,98804,53827,33410,12466,2281,431,06-06083-20200602,22,6
County,2020-06-03,06,CA,06083,Santa Barbara County,114014,332485,1142974,344733,312644,134193,130632,104402,67720,33348,12802,2108,392,06-06083-20200603,22,6
County,2020-06-04,06,CA,06083,Santa Barbara County,113476,333023,1113946,321910,318883,143772,122297,100780,57818,30917,14636,2356,577,06-06083-20200604,22,6
County,2020-06-05,06,CA,06083,Santa Barbara County,114096,332403,1105231,313678,307958,141082,118130,109023,64831,33326,14097,2590,516,06-06083-20200605,22,6
County,2020-06-06,06,CA,06083,Santa Barbara County,125849,320650,1019454,270995,320838,133963,110018,92815,50765,23054,14703,1922,381,06-06083-20200606,22,6
County,2020-06-07,06,CA,06083,Santa Barbara County,112060,334439,1170949,316664,358236,159998,123715,103661,61031,29953,14733,1972,986,06-06083-20200607,23,6
County,2020-06-08,06,CA,06083,Santa Barbara County,112863,333636,1200379,342634,346388,159843,135730,107531,62382,32457,11347,1657,410,06-06083-20200608,23,6
County,2020-06-09,06,CA,06083,Santa Barbara County,122855,323644,1076677,297736,285129,129629,142002,104098,70393,33722,11237,1763,968,06-06083-20200609,23,6
County,2020-06-10,06,CA,06083,Santa Barbara County,119545,326954,1101372,323014,287796,137252,129061,114497,63057,32002,12308,1770,615,06-06083-20200610,23,6
County,2020-06-11,06,CA,06083,Santa Barbara County,114815,331684,1106059,306504,302668,139782,129803,106490,72215,34144,11789,1961,703,06-06083-20200611,23,6
County,2020-06-12,06,CA,06083,Santa Barbara County,113294,333205,1063818,277040,303144,135547,123625,107833,67531,33382,12890,2299,527,06-06083-20200612,23,6
County,2020-06-13,06,CA,06083,Santa Barbara County,120516,325983,1088586,306202,304210,137601,117915,108477,63001,33672,15043,1934,531,06-06083-20200613,23,6
County,2020-06-14,06,CA,06083,Santa Barbara County,125838,320661,990071,290949,271904,126184,97851,92618,57548,33160,17184,2009,664,06-06083-20200614,24,6
County,2020-06-15,06,CA,06083,Santa Barbara County,116867,329632,1054599,291903,280139,136920,130595,103660,59679,36182,12757,2256,508,06-06083-20200615,24,6
County,2020-06-16,06,CA,06083,Santa Barbara County,119894,326605,1069448,299045,292634,124734,132122,107140,63773,37980,10665,985,370,06-06083-20200616,24,6
County,2020-06-17,06,CA,06083,Santa Barbara County,113926,332573,1157144,341816,314444,149956,123298,114713,69487,31522,10060,1582,266,06-06083-20200617,24,6
County,2020-06-18,06,CA,06083,Santa Barbara County,117408,329091,1132825,320744,308306,144372,135825,114631,61667,34562,11234,1234,250,06-06083-20200618,24,6
County,2020-06-19,06,CA,06083,Santa Barbara County,113530,332969,1117069,324226,303035,133820,131615,107706,70850,32178,12098,1130,411,06-06083-20200619,24,6
County,2020-06-20,06,CA,06083,Santa Barbara County,123015,323484,1220803,390690,362695,136572,124802,99629,61492,30733,12522,1378,290,06-06083-20200620,24,6
County,2020-06-21,06,CA,06083,Santa Barbara County,131877,314622,1021944,306722,287123,127530,96296,88919,66165,36030,11566,963,630,06-06083-20200621,25,6
County,2020-06-22,06,CA,06083,Santa Barbara County,120015,326484,1052617,303600,286268,123912,117186,103452,69483,32688,13972,1494,562,06-06083-20200622,25,6
County,2020-06-23,06,CA,06083,Santa Barbara County,112482,334017,1081943,312523,290041,130327,133102,110054,55542,33478,14641,1727,508,06-06083-20200623,25,6
County,2020-06-24,06,CA,06083,Santa Barbara County,121331,325168,1061724,300036,290923,133126,129360,104323,60932,29001,11744,1809,470,06-06083-20200624,25,6
County,2020-06-25,06,CA,06083,Santa Barbara County,113186,333313,1113854,320611,320081,136180,123472,99733,66786,31594,12725,2237,435,06-06083-20200625,25,6
County,2020-06-26,06,CA,06083,Santa Barbara County,115228,331271,1054079,285010,288810,135293,130538,110299,59947,27024,13847,2900,411,06-06083-20200626,25,6
County,2020-06-27,06,CA,06083,Santa Barbara County,120140,326359,1083353,309095,306034,133018,119033,104658,67721,26504,14538,2373,379,06-06083-20200627,25,6
County,2020-06-28,06,CA,06083,Santa Barbara County,130519,315980,903759,246959,259390,104749,99614,82808,53974,33806,18121,3463,875,06-06083-20200628,26,6
County,2020-06-29,06,CA,06083,Santa Barbara County,125198,321301,970205,265541,272034,125619,110340,93279,59688,24282,14263,3032,2127,06-06083-20200629,26,6
County,2020-06-30,06,CA,06083,Santa Barbara County,125725,320774,925172,242521,252223,128670,103757,99323,54312,24537,14901,2458,2470,06-06083-20200630,26,6
County,2020-07-01,06,CA,06083,Santa Barbara County,126924,319575,942702,273765,248004,116648,106305,95163,57586,27427,12645,2847,2312,06-06083-20200701,26,7
County,2020-07-02,06,CA,06083,Santa Barbara County,126946,319553,1182249,340298,339735,144542,131054,105857,70887,33534,13506,2374,462,06-06083-20200702,26,7
County,2020-07-03,06,CA,06083,Santa Barbara County,135907,310592,1048142,283404,287183,134531,129803,109678,59609,26872,13769,2884,409,06-06083-20200703,26,7
County,2020-07-04,06,CA,06083,Santa Barbara County,144802,301697,896709,242459,245692,115094,111049,93832,50997,22989,11780,2467,350,06-06083-20200704,26,7
County,2020-07-05,06,CA,06083,Santa Barbara County,134648,311851,837947,220883,252495,102075,88731,81795,48834,25564,13064,2261,2245,06-06083-20200705,27,7
County,2020-07-06,06,CA,06083,Santa Barbara County,127500,318999,927432,248234,255701,113617,109118,97225,56242,31310,11268,2855,1862,06-06083-20200706,27,7
County,2020-07-07,06,CA,06083,Santa Barbara County,123791,322708,946189,253186,254562,124676,111164,102139,55764,28039,11894,2663,2102,06-06083-20200707,27,7
County,2020-07-08,06,CA,06083,Santa Barbara County,125462,321037,903406,252271,236798,112609,108071,94063,50825,28941,14308,3423,2097,06-06083-20200708,27,7
County,2020-07-09,06,CA,06083,Santa Barbara County,123024,323475,900953,244677,238138,112998,103152,89724,59036,32459,15214,2796,2759,06-06083-20200709,27,7
County,2020-07-10,06,CA,06083,Santa Barbara County,118745,327754,958406,260943,252346,111652,113091,106491,59671,34753,14760,3042,1657,06-06083-20200710,27,7
County,2020-07-11,06,CA,06083,Santa Barbara County,127914,318585,917676,262264,242567,121601,98188,90770,55920,27353,14228,2861,1924,06-06083-20200711,27,7
County,2020-07-12,06,CA,06083,Santa Barbara County,130747,315752,848881,229360,236506,100283,93734,92123,55364,24122,13695,2935,759,06-06083-20200712,28,7
County,2020-07-13,06,CA,06083,Santa Barbara County,120277,326222,936937,240593,258066,119060,104450,105973,61301,30051,13893,2979,571,06-06083-20200713,28,7
County,2020-07-14,06,CA,06083,Santa Barbara County,127061,319438,936398,250506,245534,116946,112276,100773,64040,31056,12915,1847,505,06-06083-20200714,28,7
County,2020-07-15,06,CA,06083,Santa Barbara County,126823,319676,985825,266593,270810,112951,113586,114495,61115,32274,12235,1241,525,06-06083-20200715,28,7
County,2020-07-16,06,CA,06083,Santa Barbara County,128775,317724,1126756,392505,295352,123505,106529,98156,63654,35287,9940,1279,549,06-06083-20200716,28,7
County,2020-07-17,06,CA,06083,Santa Barbara County,125678,320821,996875,271525,273069,120355,114018,105903,61368,36158,11946,1913,620,06-06083-20200717,28,7
County,2020-07-18,06,CA,06083,Santa Barbara County,137429,309070,970018,276801,271275,120477,105489,98177,52761,29759,12535,2193,551,06-06083-20200718,28,7
County,2020-07-19,06,CA,06083,Santa Barbara County,147959,298540,818043,209838,235013,98239,92462,87191,52595,25356,15092,1677,580,06-06083-20200719,29,7
County,2020-07-20,06,CA,06083,Santa Barbara County,135800,310699,942219,267716,257412,104883,114107,98245,59271,28539,10051,1550,445,06-06083-20200720,29,7
County,2020-07-21,06,CA,06083,Santa Barbara County,135243,311256,833204,206595,219859,112820,96106,94248,58135,29356,12731,2622,732,06-06083-20200721,29,7
County,2020-07-22,06,CA,06083,Santa Barbara County,133633,312866,848777,219388,221847,106390,101412,99430,54871,29683,11952,2692,1112,06-06083-20200722,29,7
County,2020-07-23,06,CA,06083,Santa Barbara County,135095,311404,829459,210875,209584,108519,93878,102872,58613,30004,11637,2424,1053,06-06083-20200723,29,7
County,2020-07-24,06,CA,06083,Santa Barbara County,131775,314724,895223,225306,251318,115454,102345,96000,59347,30680,11432,2564,777,06-06083-20200724,29,7
County,2020-07-25,06,CA,06083,Santa Barbara County,138170,308329,844107,236393,219487,103958,90334,96359,57783,25416,11349,2377,651,06-06083-20200725,29,7
County,2020-07-26,06,CA,06083,Santa Barbara County,138420,308079,774475,187714,201062,95386,89319,96135,52542,29758,18463,3329,767,06-06083-20200726,30,7
County,2020-07-27,06,CA,06083,Santa Barbara County,136864,309635,826815,204002,207645,110181,103042,90090,58926,31850,16658,3534,887,06-06083-20200727,30,7
County,2020-07-28,06,CA,06083,Santa Barbara County,132748,313751,835010,213434,209325,108688,99940,95285,59151,27958,16917,3598,714,06-06083-20200728,30,7
County,2020-07-29,06,CA,06083,Santa Barbara County,132765,313734,801283,196581,208648,102903,98256,95124,53767,27278,13855,4322,549,06-06083-20200729,30,7
County,2020-07-30,06,CA,06083,Santa Barbara County,130788,315711,883767,226753,235784,119149,100185,94126,59013,28029,16205,3722,801,06-06083-20200730,30,7
County,2020-07-31,06,CA,06083,Santa Barbara County,129460,317039,812125,195983,225180,105801,93376,94228,55065,22014,15046,4581,851,06-06083-20200731,30,7
County,2020-08-01,06,CA,06083,Santa Barbara County,139423,307076,783145,176271,201128,112523,88627,99005,58489,26031,15911,4216,944,06-06083-20200801,30,8
County,2020-08-02,06,CA,06083,Santa Barbara County,136947,309552,839555,212029,234825,103753,88041,91250,61429,26676,17072,3667,813,06-06083-20200802,31,8
County,2020-08-03,06,CA,06083,Santa Barbara County,130649,315850,926112,239733,260695,115217,105302,92434,62490,31491,15919,2284,547,06-06083-20200803,31,8
County,2020-08-04,06,CA,06083,Santa Barbara County,128811,317688,988524,274685,263142,124369,113126,95438,72137,31939,11500,1721,467,06-06083-20200804,31,8
County,2020-08-05,06,CA,06083,Santa Barbara County,130241,316258,998795,291975,265140,122267,107026,104837,66004,26961,12036,1947,602,06-06083-20200805,31,8
County,2020-08-06,06,CA,06083,Santa Barbara County,128346,318153,974899,256986,266280,121759,114052,100716,67496,33274,11550,2039,747,06-06083-20200806,31,8
County,2020-08-07,06,CA,06083,Santa Barbara County,126276,320223,1018615,275644,289635,128820,111430,106022,59865,33938,10968,1690,603,06-06083-20200807,31,8
County,2020-08-08,06,CA,06083,Santa Barbara County,136078,310421,997895,283252,276712,126651,101123,101224,64951,29035,12468,1561,918,06-06083-20200808,31,8
County,2020-08-09,06,CA,06083,Santa Barbara County,129853,316646,1004923,250040,305323,123863,91712,99430,71473,40497,19788,2031,766,06-06083-20200809,32,8
County,2020-08-10,06,CA,06083,Santa Barbara County,125717,320782,1137113,293632,326557,144425,136352,112754,72327,35466,12623,2128,849,06-06083-20200810,32,8
County,2020-08-11,06,CA,06083,Santa Barbara County,124439,322060,1154609,285882,327915,155715,141337,114966,76937,38132,11614,1491,620,06-06083-20200811,32,8
County,2020-08-12,06,CA,06083,Santa Barbara County,122801,323698,1078320,281627,297258,143673,130204,110804,65380,32126,12694,2066,2488,06-06083-20200812,32,8
County,2020-08-13,06,CA,06083,Santa Barbara County,115828,330671,1095158,292547,299152,146414,121039,110237,71931,32588,15504,2543,3203,06-06083-20200813,32,8
County,2020-08-14,06,CA,06083,Santa Barbara County,112409,334090,1199077,329331,329916,152830,139809,123163,71322,33468,13439,2807,2992,06-06083-20200814,32,8
County,2020-08-15,06,CA,06083,Santa Barbara County,121047,325452,1075602,291282,295095,139195,117156,111018,71417,30284,14584,2660,2911,06-06083-20200815,32,8
County,2020-08-16,06,CA,06083,Santa Barbara County,132586,313913,981848,256584,261139,124245,111644,99548,64347,36447,20749,3508,3637,06-06083-20200816,33,8
County,2020-08-17,06,CA,06083,Santa Barbara County,129459,317040,1046811,272346,277949,136364,122680,112323,63843,35036,18692,4138,3440,06-06083-20200817,33,8
County,2020-08-18,06,CA,06083,Santa Barbara County,124548,321951,1053673,268778,267887,142966,129982,109366,74117,34634,18026,3732,4185,06-06083-20200818,33,8
County,2020-08-19,06,CA,06083,Santa Barbara County,122368,324131,1043212,269226,281192,130070,122385,110915,69672,35726,16354,3676,3996,06-06083-20200819,33,8
County,2020-08-20,06,CA,06083,Santa Barbara County,117489,329010,1034618,262341,277044,128015,123200,116362,70862,33311,15893,3321,4269,06-06083-20200820,33,8
County,2020-08-21,06,CA,06083,Santa Barbara County,114588,331911,1127742,288255,310737,151071,132324,113081,71872,36702,16056,3819,3825,06-06083-20200821,33,8
County,2020-08-22,06,CA,06083,Santa Barbara County,120173,326326,1088639,279707,318030,140828,120361,110950,66593,29058,15576,3305,4231,06-06083-20200822,33,8
County,2020-08-23,06,CA,06083,Santa Barbara County,136601,309898,888217,222614,252706,115710,98049,96157,50992,29115,17473,2433,2968,06-06083-20200823,34,8
County,2020-08-24,06,CA,06083,Santa Barbara County,132775,313724,977843,257995,278656,125752,107651,99007,57844,31328,14356,2198,3056,06-06083-20200824,34,8
County,2020-08-25,06,CA,06083,Santa Barbara County,131378,315121,1007819,258963,287647,137768,115201,99747,63680,28883,11181,1849,2900,06-06083-20200825,34,8
County,2020-08-26,06,CA,06083,Santa Barbara County,133691,312808,962546,236978,267624,130703,116203,102225,61014,30749,12998,2546,1506,06-06083-20200826,34,8
County,2020-08-27,06,CA,06083,Santa Barbara County,131531,314968,958233,248986,263621,128262,109940,95983,62337,31564,13812,2855,873,06-06083-20200827,34,8
County,2020-08-28,06,CA,06083,Santa Barbara County,130511,315988,1060410,281822,303125,140135,117443,105481,60375,34338,14090,2796,805,06-06083-20200828,34,8
County,2020-08-29,06,CA,06083,Santa Barbara County,136515,309984,989346,255988,285182,129761,105725,102001,60304,32940,14301,2482,662,06-06083-20200829,34,8
County,2020-08-30,06,CA,06083,Santa Barbara County,140914,305585,898843,235267,256355,114663,93938,87853,57710,29778,19234,3038,1007,06-06083-20200830,35,8
County,2020-08-31,06,CA,06083,Santa Barbara County,132336,314163,976539,262652,265903,130819,105607,99829,63124,29740,14893,3037,935,06-06083-20200831,35,8
County,2020-09-01,06,CA,06083,Santa Barbara County,129924,316575,1026527,270664,291251,136202,117013,98456,65885,30213,13408,2792,643,06-06083-20200901,35,9
County,2020-09-02,06,CA,06083,Santa Barbara County,129908,316591,1047921,268448,283292,142549,123822,115371,67203,32271,12054,2394,517,06-06083-20200902,35,9
County,2020-09-03,06,CA,06083,Santa Barbara County,122586,323913,1119960,301157,305331,141559,129982,117324,72813,34062,14697,2335,700,06-06083-20200903,35,9
County,2020-09-04,06,CA,06083,Santa Barbara County,126242,320257,1115335,283976,313756,150107,127567,115059,69238,36716,15696,2565,655,06-06083-20200904,35,9
County,2020-09-05,06,CA,06083,Santa Barbara County,130535,315964,1079208,280915,305115,145422,127378,104348,68359,29913,14579,2531,648,06-06083-20200905,35,9
County,2020-09-06,06,CA,06083,Santa Barbara County,136610,309889,966823,245502,278043,118841,108840,102763,66908,28908,13901,2404,713,06-06083-20200906,36,9
County,2020-09-07,06,CA,06083,Santa Barbara County,137450,309049,916063,238434,253784,117506,101507,94628,59655,31101,15903,3009,536,06-06083-20200907,36,9
County,2020-09-08,06,CA,06083,Santa Barbara County,135660,310839,986400,244839,269992,124343,122499,106717,68764,30714,15364,2381,787,06-06083-20200908,36,9
County,2020-09-09,06,CA,06083,Santa Barbara County,136037,310462,1026892,260402,282053,136212,121537,108561,70211,30050,14429,2680,757,06-06083-20200909,36,9
County,2020-09-10,06,CA,06083,Santa Barbara County,134395,312104,1012038,246970,281884,127548,128880,106208,73046,29996,14230,2579,697,06-06083-20200910,36,9
County,2020-09-11,06,CA,06083,Santa Barbara County,130007,316492,1076949,260239,309080,152602,129187,111289,62297,32317,16555,2708,675,06-06083-20200911,36,9
County,2020-09-12,06,CA,06083,Santa Barbara County,138622,307877,960952,239216,264932,127135,117317,101575,66606,26280,14484,2637,770,06-06083-20200912,36,9
County,2020-09-13,06,CA,06083,Santa Barbara County,135543,310956,912256,221837,257429,117468,97591,96373,71671,28728,17799,2635,725,06-06083-20200913,37,9
County,2020-09-14,06,CA,06083,Santa Barbara County,134448,312051,1090083,309855,311208,135767,113077,103859,63244,34615,15184,2577,697,06-06083-20200914,37,9
County,2020-09-15,06,CA,06083,Santa Barbara County,136786,309713,1062758,294960,289822,126430,126275,106603,66065,33760,15516,2608,719,06-06083-20200915,37,9
County,2020-09-16,06,CA,06083,Santa Barbara County,135887,310612,1131546,346515,301817,139018,116753,110095,68233,31470,14386,2475,784,06-06083-20200916,37,9
County,2020-09-17,06,CA,06083,Santa Barbara County,131185,315314,1020338,242758,284553,139050,124298,106493,67861,36914,14558,2917,936,06-06083-20200917,37,9
County,2020-09-18,06,CA,06083,Santa Barbara County,132072,314427,1059412,268171,280368,146264,130951,114810,66878,32509,15978,2629,854,06-06083-20200918,37,9
County,2020-09-19,06,CA,06083,Santa Barbara County,137088,309411,1056103,267236,296396,143191,128005,112565,62676,26736,15543,3130,625,06-06083-20200919,37,9
County,2020-09-20,06,CA,06083,Santa Barbara County,133964,312535,1045762,308851,297344,122203,105073,90733,69870,33195,15626,2025,842,06-06083-20200920,38,9
County,2020-09-21,06,CA,06083,Santa Barbara County,140867,305632,1047720,281077,301431,129970,116558,105991,72018,29122,9867,1047,639,06-06083-20200921,38,9
County,2020-09-22,06,CA,06083,Santa Barbara County,133313,313186,1110270,286944,334247,136963,116936,115014,75426,36296,7137,886,421,06-06083-20200922,38,9
County,2020-09-23,06,CA,06083,Santa Barbara County,122339,324160,1152483,291441,332794,159465,130029,113546,80468,34995,8748,661,336,06-06083-20200923,38,9
County,2020-09-24,06,CA,06083,Santa Barbara County,126698,319801,1144874,299543,335239,145570,124520,116955,75817,36025,10089,786,330,06-06083-20200924,38,9
County,2020-09-25,06,CA,06083,Santa Barbara County,124894,321605,1173488,301109,335610,141367,137031,130950,79045,35687,11152,1266,271,06-06083-20200925,38,9
County,2020-09-26,06,CA,06083,Santa Barbara County,132129,314370,1154015,317135,333914,141692,129142,107022,77975,34249,11562,761,563,06-06083-20200926,38,9
County,2020-09-27,06,CA,06083,Santa Barbara County,132469,314030,1036274,277881,305243,121905,112929,94601,71566,34540,15454,1325,830,06-06083-20200927,39,9
County,2020-09-28,06,CA,06083,Santa Barbara County,128174,318325,1097974,290344,325637,133353,122497,105743,74728,34623,9690,947,412,06-06083-20200928,39,9
